sub_category,product_name,salt_composition,product_price,product_manufactured,medicine_desc,side_effects,drug_interactions
Insulin Analogues Basal,Basalog 100IU/ml Refill Cartridge,Insulin Glargine (100IU/ml),₹500,Biocon,"Basalog 100IU/ml Refill Cartridge is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basalog 100IU/ml Refill Cartridge can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Tresiba 100 Units/ml Penfill,Insulin Degludec (100IU),₹1224,Novo Nordisk India Pvt Ltd,"Tresiba 100 Units/ml Penfill is an ultra long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Tresiba 100 Units/ml Penfill can be prescribed by itself or along with a fast-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the most benefit. It is usually taken once daily at the same time every day. However, on occasions when administration at the same time of the day is not possible, it may be taken at a different time of the day. Always ensure that there is a minimum gap of 8 hours between doses. If you stop taking it your blood sugar levels may rise very high and put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject only the correct dose of medicine only, have regular meals and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people may also gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Toujeo 300 U/mL Solostar,Insulin Glargine (300u/ml),₹1556.63,Sanofi India  Ltd,"Toujeo 300 U/mL Solostar is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Toujeo 300 U/mL Solostar can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Basaglar 100 Units/ml Cartridge,Insulin Glargine (3.64IU/ml),₹514.25,Cipla Ltd,"Basaglar 100 Units/ml Cartridge is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basaglar 100 Units/ml Cartridge can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Tresiba 100IU/ml Flextouch,Insulin Degludec (100IU/ml),₹1650.7,Novo Nordisk India Pvt Ltd,"Tresiba 100IU/ml Flextouch is an ultra long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Tresiba 100IU/ml Flextouch can be prescribed by itself or along with a fast-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the most benefit. It is usually taken once daily at the same time every day. However, on occasions when administration at the same time of the day is not possible, it may be taken at a different time of the day. Always ensure that there is a minimum gap of 8 hours between doses. If you stop taking it your blood sugar levels may rise very high and put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject only the correct dose of medicine only, have regular meals and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people may also gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. Pregnant or breastfeeding women should also consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Glaritus 100IU/ml Injection,Insulin Glargine (100IU),₹1623.92,Wockhardt Ltd,"Glaritus 100IU/ml Injection is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Glaritus 100IU/ml Injection can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Basugine 100IU/ml Injection,Insulin Glargine (100IU),₹505.58,Lupin Ltd,"Basugine 100IU/ml Injection is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basugine 100IU/ml Injection can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Glaritus 100IU/ml Injection 3ml,Insulin Glargine (100IU),₹1178.1,Wockhardt Ltd,"Glaritus 100IU/ml Injection 3ml is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Glaritus 100IU/ml Injection 3ml can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Basalog 100IU/ml Injection,Insulin Glargine (100IU/ml),₹605.7,Biocon,"Basalog 100IU/ml Injection is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basalog 100IU/ml Injection can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Basaglar 100IU/ml Kwikpen,Insulin Glargine (100IU/ml),₹794.75,Cipla Ltd,"Basaglar 100IU/ml Kwikpen is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basaglar 100IU/ml Kwikpen can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Levemir 100IU/ml Flexpen,Insulin detemir (100IU),₹1120.3,Novo Nordisk India Pvt Ltd,"Levemir 100IU/ml Flexpen is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Levemir 100IU/ml Flexpen can be prescribed by itself or along with a fast-acting type of insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the most benefit. If you stop taking it your blood sugar levels may rise very high and put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise, and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to always inject the correct dose of medicine only, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people may even gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels (hypoglycemia). Tell your doctor if you have ever had kidney, liver or heart problems before starting treatment. It is generally regarded as safe for pregnant and breastfeeding women, if it has been prescribed by a doctor.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Basalog One 100IU/ml Injection,Insulin Glargine (100IU),₹699.63,Biocon,"Basalog One 100IU/ml Injection is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basalog One 100IU/ml Injection can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Basalog 100IU/ml Refill Cartridge,Insulin Glargine (100IU/ml),₹1416.63,Biocon,"Basalog 100IU/ml Refill Cartridge is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basalog 100IU/ml Refill Cartridge can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Glaritus 100IU/ml Dispopen,Insulin Glargine (100IU),₹718.68,Wockhardt Ltd,"Glaritus 100IU/ml Dispopen is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Glaritus 100IU/ml Dispopen can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Basalog 100IU/ml Injection,Insulin Glargine (100IU),₹699.63,Biocon,"Basalog 100IU/ml Injection is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Basalog 100IU/ml Injection can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Glaritus 100IU/ml Injection,Insulin Glargine (100IU),₹487.05,Wockhardt Ltd,"Glaritus 100IU/ml Injection is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Glaritus 100IU/ml Injection can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
Insulin Analogues Basal,Glaritus 40IU/ml Injection,Insulin Glargine (40IU),₹971.43,Wockhardt Ltd,"Glaritus 40IU/ml Injection is a long-acting type of insulin used to treat types 1 and 2 diabetes mellitus in both adults and children. It provides a steady level of insulin in the body for an entire day and helps control blood sugar levels. This helps to prevent complications of diabetes.Glaritus 40IU/ml Injection can be prescribed alone or along with fast-acting insulin or other diabetes medicines. Your doctor or nurse will teach you the correct way of injecting it under the skin. You should use this medicine regularly as per the dose advised to get the maximum benefit. If you stop taking it, your blood sugar levels may rise very high which may put you at risk of serious complications. It is only a part of the treatment program that should also include a healthy diet, regular exercise and weight reduction as advised by your doctor.The most common side effect of this medicine is low blood sugar levels (hypoglycemia). To prevent this, it is important to inject only the correct dose of medicine, have regular meals, and monitor your blood sugar levels regularly. Drinking excessive alcohol can also lead to a fall in your blood sugar levels. Other side effects include allergy at the injection site like redness, swelling, or hard lumps (lipohypertrophy). Some people gain weight while taking insulin.Do not use this medicine when you have low blood sugar levels. Before starting the treatment, inform your doctor if you have ever had kidney, liver or heart problems. Pregnant or breastfeeding women should consult their doctor before using it.","Hypoglycemia (low blood glucose level),Injection site allergic reaction,Lipodystrophy (skin thickening or pits at the injection site)","{""drug"": [""Benazepril"", ""Captopril"", ""Enalapril"", ""Fosinopril""], ""brand"": ["" Apriace"", "" Capotril, Aceten, Angiopril"", "" Enatol, AB-Pril, Inopril"", "" Fovas""], ""effect"": [""MODERATE"", ""MODERATE"", ""MODERATE"", ""MODERATE""]}"
